state,office_type,weighted_polls,weighted_var,weighted_sd,weighted_undecided,number_of_polls,last_30_polls
Connecticut,Governor,0.5764337455892965,1.8854286511783995e-4,0.013731091184528633,6.808855008494267,5,1
Florida,Governor,0.46413100961492343,3.672258465778455e-4,0.019163137701792093,7.40784263327768,12,5
Georgia,Governor,0.47427327100110767,3.195581045981955e-4,0.01787618820101745,5.7629050833822655,24,9
Illinois,Governor,0.5806033333315689,2.7088264216467925e-4,0.01645851275676752,14.288557992566302,4,1
Iowa,Governor,0.39387655190876253,4.133109079502921e-4,0.0203300493838626,3.668847615588096,5,1
Kansas,Governor,0.5287519663772351,4.249569373441641e-4,0.020614483678815826,9.995056586118855,5,1
Maine,Governor,0.566619439135916,3.119605408188881e-4,0.017662404729223258,8.277624298262976,7,2
Maryland,Governor,0.6818181818181818,3.043520605504077e-4,0.017445688881509026,12,1,1
Massachusetts,Governor,0.6380181329124626,4.961409985938127e-4,0.022274222738264352,18.960106106554903,2,1
Michigan,Governor,0.5686745328685154,3.809176577190533e-4,0.01951711192054432,10.218668281548366,12,4
Minnesota,Governor,0.5440223453037425,4.191763494204122e-4,0.02047379665378193,9.82034111906704,8,4
Nevada,Governor,0.49102717189652884,3.348081319299633e-4,0.018297763030763168,12.143020468968881,11,4
New Hampshire,Governor,0.411827492605072,3.6048332988678584e-4,0.018986398549666703,11.34924041435832,10,6
New Mexico,Governor,0.5288495145777237,5.567636398301877e-4,0.023595839460171526,10.859316999604536,8,3
New York,Governor,0.553198585682536,3.2917941303138625e-4,0.01814330215345008,9.636529446314185,12,4
Ohio,Governor,0.4138849628945131,3.3624781526805556e-4,0.018337061249503846,11.535239997527187,12,5
Oklahoma,Governor,0.4635760469549817,5.676608173893977e-4,0.023825633619893462,10.574084811922697,9,1
Oregon,Governor,0.4846819409981528,4.971462957732926e-4,0.022296777699328946,30.94582763426608,4,1
Pennsylvania,Governor,0.5621253870769091,3.9718194825253024e-4,0.019929424182663438,9.701810373800983,19,9
South Carolina,Governor,0.46351231617614574,3.750017834734528e-4,0.019364962780068874,7.096332165993584,3,0
Texas,Governor,0.4617266601812911,2.7154291049796435e-4,0.016478559114739503,7.549420726648859,22,4
Vermont,Governor,0.3446147894885005,3.458984773436907e-4,0.01859834609162037,20.211817605892918,3,1
Wisconsin,Governor,0.5051648327468187,3.290258214342501e-4,0.018139068924127557,6.134722772812983,11,7
New Jersey,Governor,0.5405089196354441,3.9472158598502613e-4,0.019867601414992855,6.675182744430529,15,0
Virginia,Governor,0.5030780669983679,3.863485354609059e-4,0.0196557506969565,6.81580599623141,40,0
North Carolina,Governor,0.4666666666666667,5.530864197530864e-4,0.02351778943168525,10,1,0
Virginia,Senate,0.5125,3.1230468750000003e-4,0.017672144394498365,20,1,1
Oklahoma,Senate 1,0.3812521064375205,5.693736015459317e-4,0.023861550694494516,13.127998096772197,3,1
Oklahoma,Senate 2,0.40925612503925857,5.653138870043939e-4,0.02377633039399465,11.049828680184445,3,1
